"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Goodenia neogoodenia","https://id.biodiversity.org.au/node/apni/2888649","Goodenia neogoodenia","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Rinzia medifila","https://id.biodiversity.org.au/name/apni/8882331","Rinzia medifila","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Andersonia sp. Jamesii (J. Liddelow 84)","https://id.biodiversity.org.au/node/apni/2913466","Andersonia sp. Jamesii (J.Liddelow 84)","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Banksia rufa subsp. magna","https://id.biodiversity.org.au/node/apni/2894697","Banksia rufa subsp. magna","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Barbula ehrenbergii","https://id.biodiversity.org.au/node/ausmoss/10059436","Barbula ehrenbergii","Pottiaceae",,,"P1","Priority 1: Poorly-known species"
"Diuris recurva","https://id.biodiversity.org.au/name/apni/117451","Diuris recurva","Orchidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eremophila praecox","https://id.biodiversity.org.au/node/apni/2909808","Eremophila praecox","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Pilsbrycharopa tumida","urn:lsid:biodiversity.org.au:afd.taxon:eddd99a5-934b-43ed-bf5f-813319433b53","Pilsbrycharopa tumida","Charopidae",,"a charopid land snail","P1","Priority 1: Poorly-known species"
"Melaleuca coccinea","https://id.biodiversity.org.au/node/apni/2918441","Melaleuca coccinea","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Thryptomene sp. Coolgardie (E. Kelso s.n. 1902)","https://id.biodiversity.org.au/node/apni/2896521","Thryptomene sp. Coolgardie (E.Kelso s.n. 1902)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila denticulata subsp. trisulcata","https://id.biodiversity.org.au/node/apni/2911733","Eremophila denticulata subsp. trisulcata","Scrophulariaceae",,,"EN","Endangered"
"Caladenia pluvialis","https://id.biodiversity.org.au/name/apni/3914914","Caladenia pluvialis","Orchidaceae",,,"P2","Priority 2: Poorly-known species"
"Numenius phaeopus","urn:lsid:biodiversity.org.au:afd.taxon:1ef65ebd-d888-45e1-88f8-75ce5a3fd0ed","Numenius (Phaeopus) phaeopus","Scolopacidae",,"whimbrel","IA","Migratory birds protected under international agreement"
"Eriachne sp. North Kimberley (M.D. Barrett & R.L. Barrett MDB 1779)","ALA_Eriachne_sp_North_Kimberley_M_D_Barrett_R_L_Barrett_MDB_1779","Eriachne sp. North Kimberley (M.D. Barrett & R.L. Barrett MDB 1779)",,,,"P1","Priority 1: Poorly-known species"
"Goodenia berringbinensis","https://id.biodiversity.org.au/node/apni/2887853","Goodenia berringbinensis","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stylidium lowrieanum","https://id.biodiversity.org.au/node/apni/2891766","Stylidium lowrieanum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon plumuliflorus","https://id.biodiversity.org.au/node/apni/2910503","Leucopogon plumuliflorus","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Calidris alpina","NZOR-6-30002","Calidris alpina","Scolopacidae",,"dunlin","IA","Migratory birds protected under international agreement"
"Budginmaya eulae","urn:lsid:biodiversity.org.au:afd.taxon:6906b871-bac4-4c35-b77d-1e0efe371154","Budginmaya eulae","Flatidae",,"Eula's planthopper","P1","Priority 1: Poorly-known species"
"Acacia lateriticola var. Glabrous variant (B.R.Maslin 6765)","https://id.biodiversity.org.au/node/apni/2915831","Acacia lateriticola var. Glabrous variant (B.R.Maslin 6765)","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus preissiana subsp. lobata","https://id.biodiversity.org.au/node/apni/2905124","Eucalyptus preissiana subsp. lobata","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stylidium bellum","https://id.biodiversity.org.au/node/apni/2908419","Stylidium bellum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Melaleuca viminea subsp. appressa","https://id.biodiversity.org.au/node/apni/2907914","Melaleuca viminea subsp. appressa","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Thelymitra variegata","https://id.biodiversity.org.au/name/apni/55064","Thelymitra variegata","Orchidaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus zopherophloia","https://id.biodiversity.org.au/node/apni/2916129","Eucalyptus zopherophloia","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tetraria sp. Warren (M. McCallum Webster 23/2/1979)","https://id.biodiversity.org.au/node/apni/2896727","Tetraria sp. Warren (M.McCallum Webster 23/2/1979)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Paraplatyarthrus subterraneus","urn:lsid:biodiversity.org.au:afd.taxon:ecb5c54f-fe97-4a14-b08f-b8125e6f2254","Paraplatyarthrus subterraneus","Paraplatyarthridae",,"Poseidon slater","P1","Priority 1: Poorly-known species"
"Tetratheca paynterae subsp. paynterae","https://id.biodiversity.org.au/node/apni/2911614","Tetratheca paynterae subsp. paynterae","Elaeocarpaceae",,,"CR","Critically endangered"
"Verticordia comosa","https://id.biodiversity.org.au/node/apni/2905953","Verticordia comosa","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Korthalsella arthroclada","https://id.biodiversity.org.au/node/apni/2891464","Korthalsella arthroclada","Santalaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia lasiocarpa var. bracteolata long peduncle variant (G.J. Keighery 5026)","https://id.biodiversity.org.au/node/apni/2890545","Acacia lasiocarpa var. bracteolata Long Peduncle variant (G.J.Keighery 5026)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Xanthoparmelia sammyi","ALA_Xanthoparmelia_sammyi","Xanthoparmelia sammyi",,,,"P1","Priority 1: Poorly-known species"
"Ningbingia octava","urn:lsid:biodiversity.org.au:afd.taxon:75a7006e-41ba-4536-8842-84be3305992f","Ningbingia octava","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Marianthus aquilonaris","https://id.biodiversity.org.au/node/apni/2896688","Marianthus aquilonaris","Pittosporaceae",,,"CR","Critically endangered"
"Scholtzia sp. Bungabandi Creek (M. Quicke EURA 48)","https://id.biodiversity.org.au/node/apni/2894073","Scholtzia sp. Bungabandi Creek (M.Quicke EURA 48)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Anilios micromma","urn:lsid:biodiversity.org.au:afd.taxon:cd2a134c-4339-4af2-878c-88e776888979","Anilios micromma","Typhlopidae",,"a blind snake (Leopold Downs)","P1","Priority 1: Poorly-known species"
"Phyllanthus eremicus","https://id.biodiversity.org.au/taxon/apni/51311186","Phyllanthus eremicus","Phyllanthaceae",,,"P3","Priority 3: Poorly-known species"
"Christella dentata","https://id.biodiversity.org.au/node/apni/2900734","Christella dentata","Thelypteridaceae",,,"P2","Priority 2: Poorly-known species"
"Lepidosperma sp. Maydon (S. Kern, R. Jasper, H. Hughes LCH 17844)","ALA_Lepidosperma_sp_Maydon_S_Kern_R_Jasper_H_Hughes_LCH_17844","Lepidosperma sp. Maydon (S. Kern, R. Jasper, H. Hughes LCH 17844)",,,,"P1","Priority 1: Poorly-known species"
"Acacia pulchella var. reflexa acuminate bracteole variant (R.J. Cumming 882)","https://id.biodiversity.org.au/node/apni/2908572","Acacia pulchella var. reflexa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Thaumastochloa brassii","https://id.biodiversity.org.au/node/apni/2903793","Thaumastochloa brassii","Poaceae",,,"P2","Priority 2: Poorly-known species"
"Johnsonia pubescens subsp. cygnorum","https://id.biodiversity.org.au/node/apni/2889347","Johnsonia pubescens subsp. cygnorum","Hemerocallidaceae",,,"P2","Priority 2: Poorly-known species"
"Borya longiscapa","https://id.biodiversity.org.au/node/apni/2891982","Borya longiscapa","Boryaceae",,,"P3","Priority 3: Poorly-known species"
"Thomasia montana","https://id.biodiversity.org.au/node/apni/2902865","Thomasia montana","Malvaceae",,,"VU","Vulnerable"
"Adenanthos detmoldii","https://id.biodiversity.org.au/node/apni/2908978","Adenanthos detmoldii","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea erinacea","https://id.biodiversity.org.au/node/apni/2911132","Grevillea erinacea","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon altissimus","https://id.biodiversity.org.au/node/apni/2886469","Leucopogon altissimus","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Goodenia sepalosa var. glandulosa","https://id.biodiversity.org.au/node/apni/2898539","Goodenia sepalosa var. glandulosa","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea bipinnatifida subsp. pagna","https://id.biodiversity.org.au/node/apni/2889880","Grevillea bipinnatifida subsp. pagna","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Bossiaea sp. Jackson Range (G. Cockerton & S. McNee LCS 13614)","ALA_Bossiaea_sp_Jackson_Range_G_Cockerton_S_McNee_LCS_13614","Bossiaea sp. Jackson Range (G. Cockerton & S. McNee LCS 13614)",,,,"P3","Priority 3: Poorly-known species"
"Gastrolobium wonganense","ALA_Gastrolobium_wonganense","Gastrolobium wonganense",,,,"P2","Priority 2: Poorly-known species"
"Banksia concinna","https://id.biodiversity.org.au/node/apni/2916442","Banksia concinna","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Xanthoparmelia nashii","https://id.biodiversity.org.au/name/apni/164243","Xanthoparmelia nashii","Parmeliaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila parvifolia subsp. parvifolia","https://id.biodiversity.org.au/node/apni/2897194","Eremophila parvifolia subsp. parvifolia","Scrophulariaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Micromyrtus trudgenii","https://id.biodiversity.org.au/node/apni/2912385","Micromyrtus trudgenii","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Thysanotus sp. Desert East of Newman (R.P. Hart 964)","https://id.biodiversity.org.au/node/apni/2894903","Thysanotus sp. Desert East of Newman (R.P.Hart 964)","Asparagaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon incisus","https://id.biodiversity.org.au/taxon/apni/51283960","Leucopogon incisus","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea sp. Serpentine (G.R. Brand 103)","ALA_Synaphea_sp_Serpentine_G_R_Brand_103","Synaphea sp. Serpentine (G.R. Brand 103)","Proteaceae",,,"CR","Critically endangered"
"Synaphea incurva","https://id.biodiversity.org.au/node/apni/2898846","Synaphea incurva","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Conostylis albescens","https://id.biodiversity.org.au/node/apni/6284587","Conostylis albescens","Haemodoraceae",,,"P2","Priority 2: Poorly-known species"
"Calothamnus quadrifidus subsp. teretifolius","https://id.biodiversity.org.au/taxon/apni/51289251","Calothamnus quadrifidus subsp. teretifolius","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Euphorbia australis var. glabra","https://id.biodiversity.org.au/node/apni/7189558","Euphorbia australis var. glabra","Euphorbiaceae",,,"P2","Priority 2: Poorly-known species"
"Grevillea miniata","https://id.biodiversity.org.au/node/apni/2906645","Grevillea miniata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Philotheca basistyla","https://id.biodiversity.org.au/node/apni/2894986","Philotheca basistyla","Rutaceae",,,"CR","Critically endangered"
"Acacia glaucissima","https://id.biodiversity.org.au/node/apni/2894834","Acacia glaucissima","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Calandrinia operta","https://id.biodiversity.org.au/node/apni/7807232","Calandrinia operta","Portulacaceae",,,"P1","Priority 1: Poorly-known species"
"Xanthosia eichleri","https://id.biodiversity.org.au/node/apni/2916223","Xanthosia eichleri","Apiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Drummondita sp. Trayning (A.M. George 97)","https://id.biodiversity.org.au/node/apni/2908879","Drummondita sp. Trayning (A.M.George 97)","Rutaceae",,,"P2","Priority 2: Poorly-known species"
"Bettongia anhydra","urn:lsid:biodiversity.org.au:afd.taxon:d0417599-c203-433a-876f-f407565328ea","Bettongia anhydra","Potoroidae",,"desert bettong","EX","Presumed extinct"
"Caesia rigidifolia","https://id.biodiversity.org.au/node/apni/2913102","Caesia rigidifolia","Hemerocallidaceae",,,"P1","Priority 1: Poorly-known species"
"Phebalium drummondii","https://id.biodiversity.org.au/node/apni/2912444","Phebalium drummondii","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Jacksonia intricata","https://id.biodiversity.org.au/node/apni/2903456","Jacksonia intricata","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Dasyornis broadbenti litoralis","urn:lsid:biodiversity.org.au:afd.taxon:a9b6a39c-c221-4d24-90b4-d1e7edaa5aa8","Dasyornis (Maccoyornis) broadbenti litoralis","Dasyornithidae",,"rufous bristlebird (western), south-western rufous bristlebird","EX","Presumed extinct"
"Schoenus griffinianus","https://id.biodiversity.org.au/node/apni/2901445","Schoenus griffinianus","Cyperaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Calothamnus microcarpus","https://id.biodiversity.org.au/taxon/apni/51289117","Calothamnus microcarpus","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Crinum flaccidum","https://id.biodiversity.org.au/node/apni/2910395","Crinum flaccidum","Amaryllidaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus foliosa","https://id.biodiversity.org.au/node/apni/2913539","Eucalyptus foliosa","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Leggadina lakedownensis","urn:lsid:biodiversity.org.au:afd.taxon:642a7a82-363b-4775-b165-1d93e0ef2d9b","Leggadina lakedownensis","Muridae",,"Lakeland Downs mouse, kerakenga","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Trachymene villosa","https://id.biodiversity.org.au/node/apni/2895462","Trachymene villosa","Araliaceae",,,"P1","Priority 1: Poorly-known species"
"Allocasuarina grevilleoides","https://id.biodiversity.org.au/node/apni/2919746","Allocasuarina grevilleoides","Casuarinaceae",,,"P3","Priority 3: Poorly-known species"
"Heliotropium apertum","https://id.biodiversity.org.au/node/apni/2897382","Heliotropium apertum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Owenia acidula","https://id.biodiversity.org.au/node/apni/2891072","Owenia acidula","Meliaceae",,,"P3","Priority 3: Poorly-known species"
"Tephrosia rosea var. Napier Range (C.R. Dunlop 7760 & B.K. Simon)","https://id.biodiversity.org.au/node/apni/7249117","Tephrosia rosea var. Napier Range (C.R.Dunlop 7760 & B.K.Simon)","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Desmodium flagellare","https://id.biodiversity.org.au/node/apni/2919479","Desmodium flagellare","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Uvedalia clementii","https://id.biodiversity.org.au/node/apni/9040221","Uvedalia clementii","Phrymaceae",,,"P1","Priority 1: Poorly-known species"
"Hibiscus kirstyae","https://id.biodiversity.org.au/taxon/apni/51288476","Hibiscus kirstyae","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Scaevola sp. Isabella Range (R.D. Royce 1918)","https://id.biodiversity.org.au/node/apni/2898245","Scaevola sp. Isabella Range (R.D.Royce 1918)","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Amytornis textilis textilis","urn:lsid:biodiversity.org.au:afd.taxon:63e155a6-7aa8-4328-bc5d-8d59cfa6eaa4","Amytornis (Amytornis) textilis textilis","Maluridae",,"western grasswren, thick-billed grass-wren (western)","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lechenaultia aphylla","https://id.biodiversity.org.au/node/apni/2915476","Lechenaultia aphylla","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Persoonia kararae","https://id.biodiversity.org.au/node/apni/7829237","Persoonia kararae","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Heliotropium muticum","https://id.biodiversity.org.au/node/apni/2897566","Heliotropium muticum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Bertmainius pandus","urn:lsid:biodiversity.org.au:afd.taxon:ca51472d-70ba-40fe-b419-235305ec65fb","Bertmainius pandus","Migidae",,"Toolbrunup pygmy trapdoor spider","CR","Critically endangered"
"Lasiopetalum monticola","https://id.biodiversity.org.au/taxon/apni/51300251","Lasiopetalum monticola","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Syncomistes rastellus","urn:lsid:biodiversity.org.au:afd.taxon:12d00ae4-544d-4fce-8f57-fca1ffff42ba","Syncomistes rastellus","Terapontidae",,"Drysdale grunter","P2","Priority 2: Poorly-known species"
"Grevillea petrophiloides subsp. remota","https://id.biodiversity.org.au/node/apni/2887149","Grevillea petrophiloides subsp. remota","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Platychorda rivalis","https://id.biodiversity.org.au/node/apni/2888023","Platychorda rivalis","Restionaceae",,,"P1","Priority 1: Poorly-known species"
"Isoodon obesulus fusciventer","urn:lsid:biodiversity.org.au:afd.taxon:18b5ba4f-2c53-411e-a0fc-5fb53ba28d80","Isoodon fusciventer","Peramelidae",,"quenda, southern brown bandicoot","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Bertmainius opimus","urn:lsid:biodiversity.org.au:afd.taxon:5c18381c-8669-4fbd-94f6-d72295c505cc","Bertmainius opimus","Migidae",,"western pygmy trapdoor spider","P3","Priority 3: Poorly-known species"
"Tecticornia indefessa","https://id.biodiversity.org.au/node/apni/2892451","Tecticornia indefessa","Chenopodiaceae",,,"P2","Priority 2: Poorly-known species"
"Corymbia paractia","https://id.biodiversity.org.au/node/apni/2891284","Corymbia paractia","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Phaethon lepturus","urn:lsid:biodiversity.org.au:afd.taxon:c537a3ca-9f61-4a99-bc66-cd706c1ac4bd","Phaethon lepturus","Phaethontidae",,"white-tailed tropicbird","IA","Migratory birds protected under international agreement"
"Cristilabrum solitudum","urn:lsid:biodiversity.org.au:afd.taxon:ddd78128-3976-4e94-9a1e-626246356202","Cristilabrum solitudum","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
