"Supplied Name","guid","scientificName","family","kingdom","Taxon Id","Kingdom2","Class","Family2","scientificNameAuthorship","vernacular name"
"Schoenorchis","https://id.biodiversity.org.au/node/apni/2890702","Schoenorchis","Orchidaceae",,"21472","plants","Equisetopsida","Orchidaceae",,
"Pseudophryne covacevichae","urn:lsid:biodiversity.org.au:afd.taxon:019f5d1c-2a0c-4c53-98b6-dad6130c9267","Pseudophryne covacevichae","Myobatrachidae",,"660","animals","amphibians","Myobatrachidae","Ingram & Corben, 1994","magnificent broodfrog"
"Dockrillia pugioniformis","https://id.biodiversity.org.au/name/apni/147399","Dockrillia pugioniformis","Orchidaceae",,"5799","plants","Equisetopsida","Orchidaceae","(A.Cunn.) Rauschert","dagger orchid"
"Lastreopsis tinarooensis","https://id.biodiversity.org.au/taxon/apni/51283723","Lastreopsis tinarooensis","Dryopteridaceae",,"9869","plants","Equisetopsida","Dryopteridaceae","Tindale",
"Bulbophyllum gracillimum","https://id.biodiversity.org.au/node/apni/2917834","Bulbophyllum gracillimum","Orchidaceae",,"12448","plants","Equisetopsida","Orchidaceae","(Rolfe) Rolfe","graceful orchid"
"Dendrobium x gracillimum","https://id.biodiversity.org.au/name/apni/241082","Dendrobium x gracillimum","Orchidaceae",,"9133","plants","Equisetopsida","Orchidaceae","(Rupp) Leaney",
"Nangura spinosa","urn:lsid:biodiversity.org.au:afd.taxon:f1af2c36-d96b-4118-ab31-4062a54de3e0","Nangura spinosa","Scincidae",,"125","animals","reptiles","Scincidae","Covacevich, Couper & James, 1993","Nangur skink"
"Dendrobium x lavarackianum","https://id.biodiversity.org.au/name/apni/122956","Dendrobium x lavarackianum","Orchidaceae",,"8900","plants","Equisetopsida","Orchidaceae","M.A.Clem.",
"Cycas distans","https://id.biodiversity.org.au/name/apni/9834934","Cycas distans","Cycadaceae",,"36662","plants","Equisetopsida","Cycadaceae","P.I.Forster & B.Gray",
"Cophixalus pakayakulangun","urn:lsid:biodiversity.org.au:afd.taxon:77e20a7e-04f5-47bd-a45d-66dc9a643267","Cophixalus pakayakulangun","Microhylidae",,"34089","animals","amphibians","Microhylidae","Hoskin & Aland, 2011","golden-capped boulder-frog"
"Pterostylis daintreana","https://id.biodiversity.org.au/name/apni/226110","Pterostylis daintreeana","Orchidaceae",,"13105","plants","Equisetopsida","Orchidaceae","F.Muell. ex Benth.",
"Rhinerrhiza","https://id.biodiversity.org.au/node/apni/2918146","Rhinerrhiza","Orchidaceae",,"21397","plants","Equisetopsida","Orchidaceae",,
"Macrozamia occidua","https://id.biodiversity.org.au/node/apni/2901278","Macrozamia occidua","Zamiaceae",,"6483","plants","Equisetopsida","Zamiaceae","D.L.Jones & P.I.Forst.",
"Diplocaulobium","https://id.biodiversity.org.au/node/apni/2889533","Diplocaulobium","Orchidaceae",,"20615","plants","Equisetopsida","Orchidaceae",,
"Dendrobium speciosum subsp. curvicaule","https://id.biodiversity.org.au/taxon/apni/51316815","Dendrobium speciosum subsp. curvicaule","Orchidaceae",,"13975","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) D.P.Banks & Clemesha",
"Euastacus bindal","urn:lsid:biodiversity.org.au:afd.taxon:1d250cc1-5097-479d-aaa0-9ed9b33f3015","Euastacus bindal","Parastacidae",,"33590","animals","malacostracans","Parastacidae","Morgan, 1989",
"Cleisostoma racemiferum","ALA_Cleisostoma_racemiferum","Cleisostoma racemiferum",,,"39094","plants","Equisetopsida","Orchidaceae","(Lindl.) Garay",
"Dendrobium bigibbum var. macranthum","https://id.biodiversity.org.au/node/apni/2905089","Vappodes phalaenopsis","Orchidaceae",,"40377","plants","Equisetopsida","Orchidaceae",,
"Dendrobium discolor x Dendrobium nindii","ALA_Dendrobium_discolor_x_Dendrobium_nindii","Dendrobium discolor x Dendrobium nindii",,,"40865","plants","Equisetopsida","Orchidaceae",,
"Apostasia","https://id.biodiversity.org.au/node/apni/2904171","Apostasia","Orchidaceae",,"11219","plants","Equisetopsida","Orchidaceae",,
"Dendrobium x vinicolor","https://id.biodiversity.org.au/node/apni/2889407","x Vappaculum x superbiens","Orchidaceae",,"32035","plants","Equisetopsida","Orchidaceae","St.Cloud",
"Trichoglottis","https://id.biodiversity.org.au/node/apni/2886538","Trichoglottis","Orchidaceae",,"21658","plants","Equisetopsida","Orchidaceae",,
"Glaphyromorphus othelarrni","urn:lsid:biodiversity.org.au:afd.taxon:8e6ae7c5-8f54-433c-a4ae-6091bb53fc36","Glaphyromorphus othelarrni","Scincidae",,"35478","animals","reptiles","Scincidae","Hoskin & Couper, 2014","Cape Melville bar-lipped skink"
"Sarcochilus weinthalii","https://id.biodiversity.org.au/node/apni/2890229","Sarcochilus weinthalii","Orchidaceae",,"12661","plants","Equisetopsida","Orchidaceae","F.M.Bailey","blotched sarcochilus"
"Cadetia uniflos","https://id.biodiversity.org.au/name/apni/229338","Cadetia uniflos","Orchidaceae",,"33783","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.T.Mathieson",
"Oncidium sphacelatum","ALA_Oncidium_sphacelatum","Oncidium sphacelatum",,,"39507","plants","Equisetopsida","Orchidaceae",,
"Pterostylis procera","https://id.biodiversity.org.au/name/apni/75327","Pterostylis procera","Orchidaceae",,"7913","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Anthochaera phrygia","urn:lsid:biodiversity.org.au:afd.taxon:83225d29-264f-4236-9dda-32f7d60fb3af","Anthochaera (Xanthomyza) phrygia","Meliphagidae",,"1478","animals","birds","Meliphagidae","(Shaw, 1794)","regent honeyeater"
"Didymoplexis","https://id.biodiversity.org.au/node/apni/2907322","Didymoplexis","Orchidaceae",,"20600","plants","Equisetopsida","Orchidaceae",,
"Diuris sp. (Byfield R.Melzer+ RM651A)","ALA_Diuris_sp_Byfield_R_Melzer_RM651A","Diuris sp. (Byfield R.Melzer+ RM651A)","Orchidaceae",,"6015","plants","Equisetopsida","Orchidaceae",,
"Diplazium cordifolium","https://id.biodiversity.org.au/node/apni/2918049","Diplazium cordifolium","Woodsiaceae",,"12084","plants","Equisetopsida","Athyriaceae","Blume",
"Orthoceras",,,,,"21191","plants","Equisetopsida","Orchidaceae",,
"Cheirostylis notialis","https://id.biodiversity.org.au/name/apni/139250","Cheirostylis notialis","Orchidaceae",,"18373","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Pterostylis pedunculata","https://id.biodiversity.org.au/name/apni/75254","Pterostylis pedunculata","Orchidaceae",,"12696","plants","Equisetopsida","Orchidaceae","R.Br.","maroonhood"
"Peristeranthus hillii","https://id.biodiversity.org.au/name/apni/92597","Peristeranthus hillii","Orchidaceae",,"12719","plants","Equisetopsida","Orchidaceae","(F.Muell.) T.E.Hunt",
"Habenaria chlorosepala","https://id.biodiversity.org.au/name/apni/178885","Habenaria chlorosepala","Orchidaceae",,"21844","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Macrozamia moorei","https://id.biodiversity.org.au/node/apni/2907789","Macrozamia moorei","Zamiaceae",,"12010","plants","Equisetopsida","Zamiaceae","F.Muell.",
"Arthrochilus apectus","https://id.biodiversity.org.au/name/apni/189012","Arthrochilus apectus","Orchidaceae",,"30805","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Spathoglottis","https://id.biodiversity.org.au/node/apni/2890771","Spathoglottis","Orchidaceae",,"21522","plants","Equisetopsida","Orchidaceae",,
"Chingia australis","https://id.biodiversity.org.au/node/apni/2892364","Chingia australis","Thelypteridaceae",,"9553","plants","Equisetopsida","Thelypteridaceae","Holttum",
"Macrozamia serpentina","https://id.biodiversity.org.au/node/apni/2899345","Macrozamia serpentina","Zamiaceae",,"27445","plants","Equisetopsida","Zamiaceae","D.L.Jones & P.I.Forst.",
"Arthrochilus","https://id.biodiversity.org.au/node/apni/2887423","Arthrochilus","Orchidaceae",,"9162","plants","Equisetopsida","Orchidaceae",,
"Bulbophyllum lamingtonense","https://id.biodiversity.org.au/name/apni/166382","Bulbophyllum lamingtonense","Orchidaceae",,"7844","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Egernia rugosa","urn:lsid:biodiversity.org.au:afd.taxon:33916d2f-0d12-4dce-bd45-73ce89a7cdb6","Egernia rugosa","Scincidae",,"227","animals","reptiles","Scincidae","De Vis, 1888","yakka skink"
"Orchidaceae","https://id.biodiversity.org.au/taxon/apni/51316871","Orchidaceae","Orchidaceae",,"18070","plants","Equisetopsida","Orchidaceae",,
"Epidendrum elongatum","ALA_Epidendrum_elongatum","Epidendrum elongatum","Orchidaceae",,"36340","plants","Equisetopsida","Orchidaceae","Jacq.",
"Octarrhena pusilla","https://id.biodiversity.org.au/name/apni/182004","Octarrhena pusilla","Orchidaceae",,"7920","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.A.Clem. & D.L.Jones",
"Cymbidium",,,,,"13279","plants","Equisetopsida","Orchidaceae",,
"Dendrobium falcorostrum","https://id.biodiversity.org.au/name/apni/248676","Dendrobium falcorostrum","Orchidaceae",,"13285","plants","Equisetopsida","Orchidaceae","Fitzg.","beech orchid"
"Caladenia","https://id.biodiversity.org.au/taxon/apni/51316855","Caladenia","Orchidaceae",,"13322","plants","Equisetopsida","Orchidaceae",,
"Octarrhena","https://id.biodiversity.org.au/node/apni/2899178","Octarrhena","Orchidaceae",,"21161","plants","Equisetopsida","Orchidaceae",,
"Pterostylis taurus","https://id.biodiversity.org.au/name/apni/75872","Pterostylis taurus","Orchidaceae",,"9776","plants","Equisetopsida","Orchidaceae","M.A.Clem. & D.L.Jones","charging bull orchid"
"Chiloglottis trullata","https://id.biodiversity.org.au/name/apni/117397","Chiloglottis trullata","Orchidaceae",,"8200","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Saltuarius eximius","urn:lsid:biodiversity.org.au:afd.taxon:5a7be811-ee62-4319-87f2-ed15a756c813","Saltuarius eximius","Carphodactylidae",,"34950","animals","reptiles","Carphodactylidae","Hoskin & Couper, 2013","Cape Melville leaf-tailed gecko"
"Cycas media subsp. media - C.ophiolitica","ALA_Cycas_media_subsp_media_C_ophiolitica","Cycas media subsp. media - C.ophiolitica","Cycadaceae",,"7045","plants","Equisetopsida","Cycadaceae","R.Br.",
"Eria parviflora","ALA_Eria_parviflora","Eria parviflora",,,"37683","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Oberonia complanata","https://id.biodiversity.org.au/name/apni/84629","Oberonia complanata","Orchidaceae",,"9017","plants","Equisetopsida","Orchidaceae","(A.Cunn.) M.A.Clem. & D.L.Jones",
"Thelymitra media","https://id.biodiversity.org.au/name/apni/115902","Thelymitra media","Orchidaceae",,"20037","plants","Equisetopsida","Orchidaceae",,
"Petalura pulcherrima","urn:lsid:biodiversity.org.au:afd.taxon:8b0d6dde-ae9a-4185-9048-bb8cb04e751a","Petalura pulcherrima","Petaluridae",,"35261","animals","insects","Petaluridae","Tillyard, 1913","beautiful petaltail"
"Phaius pictus","https://id.biodiversity.org.au/node/apni/2918182","Phaius pictus","Orchidaceae",,"12724","plants","Equisetopsida","Orchidaceae","T.E.Hunt",
"Lastreopsis walleri","https://id.biodiversity.org.au/node/apni/2892120","Lastreopsis walleri","Dryopteridaceae",,"9868","plants","Equisetopsida","Dryopteridaceae","Tindale",
"Hymenophyllum kerianum","https://id.biodiversity.org.au/node/apni/2893172","Hymenophyllum kerianum","Hymenophyllaceae",,"13885","plants","Equisetopsida","Hymenophyllaceae","Watts",
"Eulophia zollingeri","https://id.biodiversity.org.au/name/apni/100976","Eulophia zollingeri","Orchidaceae",,"9758","plants","Equisetopsida","Orchidaceae","(Rchb.f.) J.J.Sm.",
"Myrmecodia beccarii","https://id.biodiversity.org.au/node/apni/2902693","Myrmecodia beccarii","Rubiaceae",,"12228","plants","Equisetopsida","Rubiaceae","Hook.f.",
"Prasophyllum wallum","https://id.biodiversity.org.au/node/apni/2890036","Prasophyllum wallum","Orchidaceae",,"8488","plants","Equisetopsida","Orchidaceae","R.J.Bates & D.L.Jones","Wallum leek orchid"
"Caladenia sp. (Stanthorpe R.Crane 1448)","ALA_Caladenia_sp_Stanthorpe_R_Crane_1448","Caladenia sp. (Stanthorpe R.Crane 1448)","Orchidaceae",,"29611","plants","Equisetopsida","Orchidaceae",,
"Anoectochilus yatesiae","https://id.biodiversity.org.au/name/apni/93783","Anoectochilus yatesiae","Orchidaceae",,"12862","plants","Equisetopsida","Orchidaceae","F.M.Bailey","jewel orchid"
"Aphyllorchis anomala","https://id.biodiversity.org.au/name/apni/97187","Aphyllorchis anomala","Orchidaceae",,"9881","plants","Equisetopsida","Orchidaceae","Dockrill",
"Asplenium normale","https://id.biodiversity.org.au/node/apni/2908896","Asplenium normale","Aspleniaceae",,"12111","plants","Equisetopsida","Aspleniaceae","D.Don",
"Diuris alba x Diuris chrysantha","ALA_Diuris_alba_x_Diuris_chrysantha","Diuris alba x Diuris chrysantha",,,"6215","plants","Equisetopsida","Orchidaceae",,
"Corunastylis psammophila","https://id.biodiversity.org.au/name/apni/178834","Corunastylis psammophila","Orchidaceae",,"27541","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones & M.A.Clem.",
"Myrmecodia tuberosa","https://id.biodiversity.org.au/node/apni/2903039","Myrmecodia tuberosa","Rubiaceae",,"8188","plants","Equisetopsida","Rubiaceae","Jack",
"Cycas cupida","https://id.biodiversity.org.au/node/apni/2892784","Cycas cupida","Cycadaceae",,"27451","plants","Equisetopsida","Cycadaceae","P.I.Forst.",
"Cleisostoma orbiculare","https://id.biodiversity.org.au/name/apni/71275","Cleisostoma orbiculare","Orchidaceae",,"39931","plants","Equisetopsida","Orchidaceae",,
"Chiloglottis diphylla","https://id.biodiversity.org.au/name/apni/64769","Chiloglottis diphylla","Orchidaceae",,"2163","plants","Equisetopsida","Orchidaceae","R.Br.",
"Cyrtostylis","https://id.biodiversity.org.au/node/apni/2911772","Cyrtostylis","Orchidaceae",,"20548","plants","Equisetopsida","Orchidaceae",,
"Epipogium roseum","https://id.biodiversity.org.au/name/apni/107039","Epipogium roseum","Orchidaceae",,"12800","plants","Equisetopsida","Orchidaceae","(D.Don) Lindl.","leafless nodding orchid"
"Bulbophyllum radicans","https://id.biodiversity.org.au/name/apni/69703","Bulbophyllum radicans","Orchidaceae",,"13482","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Bletilla striata","NZOR-6-84044","Bletilla striata","Orchidaceae",,"39196","plants","Equisetopsida","Orchidaceae","(Thunb.) Rchb.f.",
"Acianthus sublestus","https://id.biodiversity.org.au/name/apni/73228","Acianthus sublestus","Orchidaceae",,"8546","plants","Equisetopsida","Orchidaceae","Dockrill",
"Cadetia taylorii","https://id.biodiversity.org.au/name/apni/89529","Cadetia taylori","Orchidaceae",,"17788","plants","Equisetopsida","Orchidaceae","(F.Muell.) Schltr.",
"Dendrobium grantii","ALA_Dendrobium_grantii","Dendrobium grantii",,,"39949","plants","Equisetopsida","Orchidaceae",,
"Sarcochilus eriochilus","https://id.biodiversity.org.au/name/apni/62929","Sarcochilus eriochilus","Orchidaceae",,"6021","plants","Equisetopsida","Orchidaceae","Fitzg.",
"Cycas semota","https://id.biodiversity.org.au/node/apni/2921188","Cycas semota","Cycadaceae",,"5936","plants","Equisetopsida","Cycadaceae","K.D.Hill",
"Dendrobium agrostophyllum","https://id.biodiversity.org.au/name/apni/84860","Dendrobium agrostophyllum","Orchidaceae",,"13282","plants","Equisetopsida","Orchidaceae","F.Muell.","buttercup orchid"
"Oeceoclades","https://id.biodiversity.org.au/name/apni/85380","Oeceoclades","Orchidaceae",,"21164","plants","Equisetopsida","Orchidaceae",,
"Rhizanthella omissa","https://id.biodiversity.org.au/name/apni/199611","Rhizanthella omissa","Orchidaceae",,"30870","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Appendicula australiensis","https://id.biodiversity.org.au/name/apni/182002","Appendicula australiensis","Orchidaceae",,"7919","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) M.A.Clem. & D.L.Jones",
"Crepidium","https://id.biodiversity.org.au/node/apni/2895561","Crepidium","Orchidaceae",,"20511","plants","Equisetopsida","Orchidaceae",,
"Dendrobium speciosum subsp. grandiflorum x Dendrobium speciosum subsp. hillii","ALA_Dendrobium_speciosum_subsp_grandiflorum_x_Dendrobium_speciosum_subsp_hillii","Dendrobium speciosum subsp. grandiflorum x Dendrobium speciosum subsp. hillii",,,"9270","plants","Equisetopsida","Orchidaceae",,
"Peristylus candidus","https://id.biodiversity.org.au/name/apni/92673","Peristylus candidus","Orchidaceae",,"12720","plants","Equisetopsida","Orchidaceae","J.J.Sm.",
"Macrozamia","https://id.biodiversity.org.au/taxon/apni/51294694","Macrozamia","Zamiaceae",,"12011","plants","Equisetopsida","Zamiaceae",,
"Taudactylus rheophilus","urn:lsid:biodiversity.org.au:afd.taxon:5d2a30f5-deea-467d-9275-880116222f0b","Taudactylus rheophilus","Myobatrachidae",,"656","animals","amphibians","Myobatrachidae","Liem & Hosmer, 1973","northern tinkerfrog"
"Bulbophyllum bracteatum","https://id.biodiversity.org.au/name/apni/69451","Bulbophyllum bracteatum","Orchidaceae",,"13480","plants","Equisetopsida","Orchidaceae","F.M.Bailey",
"Dockrillia linguiformis","https://id.biodiversity.org.au/name/apni/147392","Dockrillia linguiformis","Orchidaceae",,"5779","plants","Equisetopsida","Orchidaceae","(Sw.) Brieger","tongue orchid"
"Pterostylis exquisita","https://id.biodiversity.org.au/taxon/apni/51305143","Pterostylis exquisita","Orchidaceae",,"36233","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones",
"Litoria longirostris","urn:lsid:biodiversity.org.au:afd.taxon:d3878bb6-9819-4c24-89e0-1ea52c630ce6","Litoria longirostris","Hylidae",,"616","animals","amphibians","Hylidae","Tyler & Davies, 1977","long snouted treefrog"
"Macrozamia miquelii","https://id.biodiversity.org.au/taxon/apni/51294692","Macrozamia miquelii","Zamiaceae",,"16707","plants","Equisetopsida","Zamiaceae","(F.Muell.) A.DC.",
"Dendrobium giddinsii","https://id.biodiversity.org.au/name/apni/85581","Dendrobium giddinsii","Orchidaceae",,"39948","plants","Equisetopsida","Orchidaceae",,
"Mobilabium","https://id.biodiversity.org.au/node/apni/2896545","Mobilabium","Orchidaceae",,"21094","plants","Equisetopsida","Orchidaceae",,
"Cycas revoluta","https://id.biodiversity.org.au/name/apni/122536","Cycas revoluta","Cycadaceae",,"38955","plants","Equisetopsida","Cycadaceae","Thunb.",
"Habenaria harroldii","https://id.biodiversity.org.au/name/apni/178884","Habenaria harroldii","Orchidaceae",,"19331","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Chiloglottis truncata","https://id.biodiversity.org.au/name/apni/64849","Chiloglottis truncata","Orchidaceae",,"9261","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Pterostylis hamata","https://id.biodiversity.org.au/name/apni/74775","Pterostylis hamata","Orchidaceae",,"7911","plants","Equisetopsida","Orchidaceae","Blackmore & Clemesha",
"Arthrochilus aquilus","https://id.biodiversity.org.au/name/apni/189013","Arthrochilus aquilus","Orchidaceae",,"30806","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Sarcochilus ceciliae","https://id.biodiversity.org.au/name/apni/62802","Sarcochilus ceciliae","Orchidaceae",,"9187","plants","Equisetopsida","Orchidaceae","F.Muell.","fairy bells"
"Phyllurus kabikabi","urn:lsid:biodiversity.org.au:afd.taxon:2e3a3aac-fd06-4dec-8749-5ecb76cf9954","Phyllurus kabikabi","Carphodactylidae",,"31986","animals","reptiles","Carphodactylidae","Couper, Hamley & Hoskin 2008","Oakview leaf-tailed gecko"
"Nepenthes jardinei","https://id.biodiversity.org.au/node/apni/2918584","Nepenthes mirabilis","Nepenthaceae",,"40151","plants","Equisetopsida","Nepenthaceae",,
"Pterostylis parviflora","https://id.biodiversity.org.au/taxon/apni/51290647","Pterostylis corpulenta","Orchidaceae",,"16347","plants","Equisetopsida","Orchidaceae","R.Br.","tiny greenhood"
"Calamus aruensis","https://id.biodiversity.org.au/node/apni/2908307","Calamus aruensis","Arecaceae",,"8610","plants","Equisetopsida","Arecaceae","Becc.",
"Epthianura crocea","urn:lsid:biodiversity.org.au:afd.taxon:35517eb0-6c96-48f4-8661-636dcf20224a","Epthianura (Aurepthianura) crocea","Meliphagidae",,"1528","animals","birds","Meliphagidae","Castelnau & Ramsay, 1877","yellow chat"
"Cycas papuana","https://id.biodiversity.org.au/name/apni/158625","Cycas papuana","Cycadaceae",,"34680","plants","Equisetopsida","Cycadaceae","F.Muell.",
"Habenaria rumphii","https://id.biodiversity.org.au/name/apni/116873","Habenaria rumphii","Orchidaceae",,"12813","plants","Equisetopsida","Orchidaceae","(Brongn.) Lindl.",
"Chlamydogobius squamigenus","urn:lsid:biodiversity.org.au:afd.taxon:54cdb91c-74d5-4708-8bf5-46c30000d90b","Chlamydogobius squamigenus","Gobiidae",,"18164","animals","ray-finned fishes","Gobiidae","Larson, 1995","Edgbaston goby"
"Schistotylus","https://id.biodiversity.org.au/node/apni/2920886","Schistotylus","Orchidaceae",,"21465","plants","Equisetopsida","Orchidaceae",,
"Hydnophytum moseleyanum var. moseleyanum","https://id.biodiversity.org.au/node/apni/2896519","Hydnophytum moseleyanum var. moseleyanum","Rubiaceae",,"7991","plants","Equisetopsida","Rubiaceae","Becc.",
"Dendrobium kingianum x D.speciosum","ALA_Dendrobium_kingianum_x_D_speciosum","Dendrobium kingianum x D.speciosum","Orchidaceae",,"9305","plants","Equisetopsida","Orchidaceae","Bidwill ex Lindl.",
"Cryptostylis","https://id.biodiversity.org.au/node/apni/2912332","Cryptostylis","Orchidaceae",,"20521","plants","Equisetopsida","Orchidaceae",,
"Bulbophyllum lewisense","https://id.biodiversity.org.au/name/apni/117204","Bulbophyllum lewisense","Orchidaceae",,"9005","plants","Equisetopsida","Orchidaceae","B.Gray & D.L.Jones",
"Nervilia holochila","https://id.biodiversity.org.au/name/apni/83161","Nervilia holochila","Orchidaceae",,"12787","plants","Equisetopsida","Orchidaceae","(F.Muell.) Schltr.",
"Sarcochilus serrulatus","https://id.biodiversity.org.au/name/apni/63503","Sarcochilus serrulatus","Orchidaceae",,"14268","plants","Equisetopsida","Orchidaceae","D.L.Jones",
"Cryptostylis hunteriana","https://id.biodiversity.org.au/node/apni/2889169","Cryptostylis hunteriana","Orchidaceae",,"22074","plants","Equisetopsida","Orchidaceae","Nicholls",
"Sarcochilus falcatus","https://id.biodiversity.org.au/name/apni/62943","Sarcochilus falcatus","Orchidaceae",,"12709","plants","Equisetopsida","Orchidaceae","R.Br.","orange blossom orchid"
"Corunastylis filiformis","https://id.biodiversity.org.au/name/apni/169237","Corunastylis filiformis","Orchidaceae",,"27536","plants","Equisetopsida","Orchidaceae","(Fitzg.) D.L.Jones & M.A.Clem.",
"Nervilia uniflora","https://id.biodiversity.org.au/name/apni/83227","Nervilia uniflora","Orchidaceae",,"12785","plants","Equisetopsida","Orchidaceae","(F.Muell.) Schltr.",
"Corunastylis conferta","https://id.biodiversity.org.au/name/apni/178825","Corunastylis conferta","Orchidaceae",,"27534","plants","Equisetopsida","Orchidaceae","(D.L.Jones) D.L.Jones & M.A.Clem.",
"Bulbophyllum globuliforme","https://id.biodiversity.org.au/node/apni/2891560","Bulbophyllum globuliforme","Orchidaceae",,"14018","plants","Equisetopsida","Orchidaceae","Nicholls",
"Sarcochilus argochilus","https://id.biodiversity.org.au/name/apni/240710","Sarcochilus argochilus","Orchidaceae",,"35908","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Eria","https://id.biodiversity.org.au/node/apni/2919187","Eria","Orchidaceae",,"20689","plants","Equisetopsida","Orchidaceae",,
"Chiloschista phyllorhiza","https://id.biodiversity.org.au/name/apni/64872","Chiloschista phyllorhiza","Orchidaceae",,"13325","plants","Equisetopsida","Orchidaceae","(F.Muell.) Schltr.",
"Corunastylis acuminata","https://id.biodiversity.org.au/name/apni/169074","Corunastylis acuminata","Orchidaceae",,"27531","plants","Equisetopsida","Orchidaceae","(R.S.Rogers) D.L.Jones & M.A.Clem.",
"Bulbophyllum exiguum","https://id.biodiversity.org.au/name/apni/69507","Bulbophyllum exiguum","Orchidaceae",,"14017","plants","Equisetopsida","Orchidaceae","F.Muell.",
"Caleana major","https://id.biodiversity.org.au/name/apni/94865","Caleana major","Orchidaceae",,"14023","plants","Equisetopsida","Orchidaceae","R.Br.","flying duck orchid"
"Cycas brunnea","https://id.biodiversity.org.au/node/apni/2886895","Cycas brunnea","Cycadaceae",,"8338","plants","Equisetopsida","Cycadaceae","K.D.Hill",
"Cophixalus monticola","urn:lsid:biodiversity.org.au:afd.taxon:cfedc2d5-7752-4326-8c5c-ed9463576257","Cophixalus monticola","Microhylidae",,"710","animals","amphibians","Microhylidae","Richards, Dennis, Trenerry & Werren, 1994","mountain nurseryfrog"
"Rheodytes leukops","urn:lsid:biodiversity.org.au:afd.taxon:364e7d1c-d626-4b67-98b7-3608828b0dae","Rheodytes leukops","Chelidae",,"48","animals","reptiles","Chelidae","Legler & Cann, 1980","Fitzroy River turtle"
"Bulbophyllum maxillare","https://id.biodiversity.org.au/name/apni/249325","Bulbophyllum maxillare","Orchidaceae",,"34663","plants","Equisetopsida","Orchidaceae","(Lindl.) Rchb.",
"Grastidium insigne","https://id.biodiversity.org.au/name/apni/125923","Grastidium insigne","Orchidaceae",,"19451","plants","Equisetopsida","Orchidaceae","(Blume) M.A.Clem. & D.L.Jones",
"Trichoglottis australiensis","https://id.biodiversity.org.au/node/apni/2896175","Trichoglottis australiensis","Orchidaceae",,"11357","plants","Equisetopsida","Orchidaceae","Dockrill",
"Cycas terryana","https://id.biodiversity.org.au/node/apni/2909218","Cycas terryana","Cycadaceae",,"34314","plants","Equisetopsida","Cycadaceae","P.I.Forst.",
"Linospadix palmerianus","https://id.biodiversity.org.au/node/apni/6931109","Linospadix palmerianus","Arecaceae",,"12768","plants","Equisetopsida","Arecaceae","(F.M.Bailey) Burret",
"Dendrobium litorale","https://id.biodiversity.org.au/name/apni/85965","Dendrobium litorale","Orchidaceae",,"7941","plants","Equisetopsida","Orchidaceae","Schltr.",
"Petalura litorea","urn:lsid:biodiversity.org.au:afd.taxon:84e4a238-2495-4abb-93c1-bd15d4e555d1","Petalura litorea","Petaluridae",,"32098","animals","insects","Petaluridae","Theishinger, 1999","coastal petaltail"
"Cophixalus neglectus","urn:lsid:biodiversity.org.au:afd.taxon:54be80d1-37c0-4b30-b26e-56e58163f4cb","Cophixalus neglectus","Microhylidae",,"711","animals","amphibians","Microhylidae","Zweifel, 1962","Bellenden Ker nurseryfrog"
"Crepidomanes majoriae","https://id.biodiversity.org.au/node/apni/2915758","Crepidomanes majoriae","Hymenophyllaceae",,"14093","plants","Equisetopsida","Hymenophyllaceae","(Watts) N.A.Wakef.",
"Thelymitra purpurata","https://id.biodiversity.org.au/name/apni/54784","Thelymitra purpurata","Orchidaceae",,"7916","plants","Equisetopsida","Orchidaceae","Rupp","wallum sun orchid"
"Phlegmariurus carinatus","https://id.biodiversity.org.au/node/apni/2889787","Phlegmariurus carinatus","Lycopodiaceae",,"34745","plants","Equisetopsida","Lycopodiaceae","(Desv. ex Poir.) Ching",
"Taeniophyllum lobatum","https://id.biodiversity.org.au/name/apni/66053","Taeniophyllum lobatum","Orchidaceae",,"9841","plants","Equisetopsida","Orchidaceae","Dockrill",
"Crepidium marsupichilum","https://id.biodiversity.org.au/name/apni/185160","Crepidium marsupichilum","Orchidaceae",,"5795","plants","Equisetopsida","Orchidaceae","(Upton) Szlach.",
