"Supplied Name","guid","scientificName","family","kingdom","family2","genus","order","taxonRank","class"
"Pimelea mesoa subsp. macra C.J.Burrows","NZOR-6-4910","Pimelea mesoa subsp. macra","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","subspecies","Magnoliopsida"
"Geranium carolinianum var. australe (Benth.) Fosberg","https://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","variety","Magnoliopsida"
"Picris burbidgeae S.Holzapfel","https://id.biodiversity.org.au/node/apni/2894307","Picris burbidgeae","Asteraceae",,"Compositae","Picris","Asterales","species","Magnoliopsida"
"Kirkophytum lyallii (J.B.Armstr.) Allan","NZOR-6-65043","Azorella lyallii","Apiaceae",,"Umbelliferae","Stilbocarpa","Apiales","species","Magnoliopsida"
"Atriplex billardierei (Moq.) Hook.f.","https://id.biodiversity.org.au/node/apni/2916905","Atriplex billardierei","Chenopodiaceae",,"Amaranthaceae","Atriplex","Caryophyllales","species","Magnoliopsida"
"Chenopodium detestans Kirk","https://id.biodiversity.org.au/node/apni/2904529","Chenopodium detestans","Chenopodiaceae",,"Amaranthaceae","Chenopodium","Caryophyllales","species","Magnoliopsida"
"Carex inopinata V.J.Cook","NZOR-6-59996","Carex inopinata","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Euphrasia wettsteiniana Du Rietz","NZOR-6-296","Euphrasia wettsteiniana","Scrophulariaceae",,"Orobanchaceae","Euphrasia","Lamiales","species","Magnoliopsida"
"Zostera muelleri subsp. novazelandica (Setch.) S.W.L.Jacobs","https://id.biodiversity.org.au/name/apni/200290","Zostera muelleri subsp. novazelandica","Zosteraceae",,"Zosteraceae","Zostera","Alismatales","subspecies","Magnoliopsida"
"Carmichaelia suteri Colenso","NZOR-6-99973","Carmichaelia uniflora","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Plagianthus chathamicus Cockayne","NZOR-6-12021","Plagianthus regius subsp. chathamicus","Malvaceae",,"Malvaceae","Plagianthus","Malvales","species","Magnoliopsida"
"Pimelea ignota C.J.Burrows & Courtney","NZOR-6-95224","Pimelea ignota","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Coprosma intertexta G.Simpson","NZOR-6-124307","Coprosma intertexta","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","species","Magnoliopsida"
"Pachycladon exile (Heenan) Heenan & A.D.Mitch.","NZOR-6-64335","Pachycladon exile","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Isolepis intricata Steud.","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Deschampsia cespitosa (L.) P.Beauv.","https://id.biodiversity.org.au/node/apni/2909801","Deschampsia cespitosa","Poaceae",,"Gramineae","Deschampsia","Poales","species","Magnoliopsida"
"Lepidium sisymbrioides sensu Garnock-Jones in Webb et al. subsp. sisymbrioides","NZOR-6-42151","Lepidium solandri","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","subspecies","Magnoliopsida"
"Pittosporum serpentinum (de Lange) de Lange","NZOR-6-62183","Pittosporum serpentinum","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Juncus holoschoenus R.Br. var. holoschoenus","NZOR-6-132291","Juncus holoschoenus var. holoschoenus","Juncaceae",,"Juncaceae","Juncus","Poales","variety","Magnoliopsida"
"Polygonum ephedroides Hook.f.","NZOR-6-56388","Muehlenbeckia ephedroides","Polygonaceae",,"Polygonaceae","Muehlenbeckia","Caryophyllales","species","Magnoliopsida"
"Elymus tenuis (Buchanan) Á.Löve & Connor","NZOR-6-91803","Connorochloa tenuis","Poaceae",,"Gramineae","Connorochloa","Poales","species","Magnoliopsida"
"Logania depressa Hook.f.","https://id.biodiversity.org.au/name/apni/166511","Logania depressa","Loganiaceae",,"Loganiaceae","Logania","Gentianales","species","Magnoliopsida"
"Erechtites quadridentata var. lanceola Kirk","NZOR-6-332","Senecio dunedinensis","Asteraceae",,"Compositae","Senecio","Asterales","variety","Magnoliopsida"
"Deschampsia cespitosa var. macrantha Hack.","https://id.biodiversity.org.au/node/apni/2909801","Deschampsia cespitosa","Poaceae",,"Gramineae","Deschampsia","Poales","variety","Magnoliopsida"
"Ackama nubicola de Lange","NZOR-6-22442","Ackama nubicola","Cunoniaceae",,"Cunoniaceae","Ackama","Oxalidales","species","Magnoliopsida"
"Pterostylis irwinii D.L.Jones, Molloy & M.A.Clem.","https://id.biodiversity.org.au/name/apni/178875","Pterostylis irwinii","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Lepidosperma filiforme var. neozelandicum Kük.","https://id.biodiversity.org.au/name/apni/240378","Lepidosperma filiforme var. neozelandicum","Cyperaceae",,"Cyperaceae","Lepidosperma","Poales","variety","Magnoliopsida"
"Crassula peduncularis (Sm.) F.Meigen","https://id.biodiversity.org.au/node/apni/2895654","Crassula peduncularis","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Calochilus herbaceus Lindl.","https://id.biodiversity.org.au/name/apni/99032","Calochilus herbaceus","Orchidaceae",,"Orchidaceae","Calochilus","Asparagales","species","Magnoliopsida"
"Ranunculus depressus Kirk","NZOR-6-132464","Ranunculus brevis","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Erechtites kermadecensis (Belcher) Allan","NZOR-6-114269","Senecio kermadecensis","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Myosotis decora (Kirk) ex Cheeseman","NZOR-6-17965","Myosotis colensoi","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Ranunculus pilifera (F.J.F.Fisher) Heenan & P.J.Lockh.","NZOR-6-2784","Ranunculus pilifera","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Cheesemania fastigiata var. stellata Allan","NZOR-6-52511","Pachycladon stellatum","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","variety","Magnoliopsida"
"Ranunculus recens Kirk","NZOR-6-68361","Ranunculus recens","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Lepidium oleraceum var. frondosum Kirk","NZOR-6-82797","Lepidium oleraceum var. frondosum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Thelymitra daltonii R.S.Rogers","https://id.biodiversity.org.au/node/apni/2900535","Thelymitra matthewsii","Orchidaceae",,"Orchidaceae","Thelymitra","Asparagales","species","Magnoliopsida"
"Lepidium crassum Heenan & de Lange","NZOR-6-88473","Lepidium crassum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Soliva tenella A.Cunn.","NZOR-6-102206","Leptinella tenella","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Lepidium oleraceum G.Forst. ex Sparrm. var. oleraceum","NZOR-6-2856","Lepidium oleraceum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Parsonsia praeruptis Heads & de Lange","NZOR-6-130608","Parsonsia praeruptis","Apocynaceae",,"Apocynaceae","Parsonsia","Gentianales","species","Magnoliopsida"
"Geranium retrorsum L'Hér. ex DC.","https://id.biodiversity.org.au/node/apni/2901610","Geranium retrorsum","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Ophioglossum vulgatum var. pedunculosum (Desv.) Domin","https://id.biodiversity.org.au/node/apni/2902042","Ophioglossum costatum","Ophioglossaceae",,"Ophioglossaceae","Ophioglossum","Ophioglossales","variety","Psilotopsida"
"Pimelea actea C.J.Burrows","NZOR-6-81647","Pimelea actea","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Elytranthe flavida (Tiegh.) Engl.","NZOR-6-83652","Alepis flavida","Loranthaceae",,"Loranthaceae","Alepis","Santalales","species","Magnoliopsida"
"Lycopodium drummondii Spring","https://id.biodiversity.org.au/node/apni/2905113","Lycopodiella serpentina","Lycopodiaceae",,"Lycopodiaceae","Lycopodiella","Lycopodiales","species","Lycopodiopsida"
"Pachycladon fasciarium Heenan","NZOR-6-123048","Pachycladon fasciarium","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Tupeia antarctica (G.Forst.) Cham. & Schltdl.","https://id.biodiversity.org.au/name/apni/147610","Tupeia antarctica","Loranthaceae",,"Loranthaceae","Tupeia","Santalales","species","Magnoliopsida"
"Atriplex buchananii var. tenuicaulis Petrie","NZOR-6-100714","Atriplex buchananii","Chenopodiaceae",,"Amaranthaceae","Atriplex","Caryophyllales","variety","Magnoliopsida"
"Ptisana salicina (Sm.) Murdock","https://id.biodiversity.org.au/node/apni/2919978","Ptisana salicina","Marattiaceae",,"Marattiaceae","Ptisana","Marattiales","species","Marattiopsida"
"Urtica lucifuga var. linearifolia Hook.f.","https://id.biodiversity.org.au/node/apni/2920322","Urtica incisa","Urticaceae",,"Urticaceae","Urtica","Rosales","variety","Magnoliopsida"
"Carex cirrhosa Berggr.","NZOR-6-8772","Carex cirrhosa","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Lepidium juvencum Heenan & de Lange","NZOR-6-117367","Lepidium juvencum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Hemionitis leptophylla (L.) Lag.","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Clianthus maximus Colenso","NZOR-6-106155","Clianthus maximus","Fabaceae",,"Leguminosae","Clianthus","Fabales","species","Magnoliopsida"
"Pimelea sericeovillosa Hook.f. subsp. sericeovillosa","NZOR-6-38305","Pimelea sericeovillosa subsp. sericeovillosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","subspecies","Magnoliopsida"
"Hebe breviracemosa (W.R.B.Oliv.) Andersen","NZOR-6-4986","Veronica breviracemosa","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Pteris interrupta Willd.","https://id.biodiversity.org.au/node/apni/2906665","Cyclosorus interruptus","Thelypteridaceae",,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Epilobium haloragifolium sensu Kirk","NZOR-6-4896","Epilobium pictum","Onagraceae",,"Onagraceae","Epilobium","Myrtales","species","Magnoliopsida"
"Utricularia australis R.Br.","https://id.biodiversity.org.au/node/apni/2906724","Utricularia australis","Lentibulariaceae",,"Lentibulariaceae","Utricularia","Lamiales","species","Magnoliopsida"
"Traversia baccharoides Hook.f.","NZOR-6-56501","Traversia baccharoides","Asteraceae",,"Compositae","Traversia","Asterales","species","Magnoliopsida"
"Lepidium oleraceum G.Forst. ex Sparrm.","https://id.biodiversity.org.au/instance/apni/51269847","Lepidium oleraceum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Loranthus fieldii Buchanan","NZOR-6-73116","Peraxilla tetrapetala","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Ranunculus haastii Hook.f. subsp. haastii","NZOR-6-115030","Ranunculus haastii","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","subspecies","Magnoliopsida"
"Brachyscome linearis (Petrie) Druce","NZOR-6-20925","Brachyscome linearis","Asteraceae",,"Compositae","Brachyscome","Asterales","species","Magnoliopsida"
"Lycopodium carolinianum sensu Hook.f.","https://id.biodiversity.org.au/node/apni/2905113","Lycopodiella serpentina","Lycopodiaceae",,"Lycopodiaceae","Lycopodiella","Lycopodiales","species","Lycopodiopsida"
"Senecio lautus var. ? macrocephalus Hook.f.","ALA_Senecio_lautus_var_macrocephalus_Hook_f","Senecio lautus var. ? macrocephalus Hook.f.","Asteraceae",,"Compositae","Senecio","Asterales","variety","Magnoliopsida"
"Acaena microphylla var. depressa (Kirk) Kirk","NZOR-6-22527","Acaena buchananii","Rosaceae",,"Rosaceae","Acaena","Rosales","variety","Magnoliopsida"
"Nephrodium unitum sensu Hook.f.","ALA_Nephrodium_unitum_sensu_Hook_f","Nephrodium unitum sensu Hook.f.",,,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Lepidium incisium Banks & Sol. ex Hook.f.","https://id.biodiversity.org.au/node/apni/2892260","Lepidium flexicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Lepidium tenuicaule var. australe (Kirk) Kirk","NZOR-6-65925","Lepidium tenuicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Lobelia ionantha Heenan","NZOR-6-133718","Lobelia ionantha","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
"Myosotis cheesemanii Petrie","NZOR-6-85159","Myosotis cheesemanii","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Myosotis brevis de Lange & Barkla","NZOR-6-62144","Myosotis brevis","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Muehlenbeckia astonii Petrie","NZOR-6-108256","Muehlenbeckia astonii","Polygonaceae",,"Polygonaceae","Muehlenbeckia","Caryophyllales","species","Magnoliopsida"
"Loranthus flavidus Hook.f.","NZOR-6-83652","Alepis flavida","Loranthaceae",,"Loranthaceae","Alepis","Santalales","species","Magnoliopsida"
"Sicyos angulatus sensu New Zealand Botanists","https://id.biodiversity.org.au/node/apni/2893741","Sicyos australis","Cucurbitaceae",,"Cucurbitaceae","Sicyos","Cucurbitales","species","Magnoliopsida"
"Solanum cheesemanii Herasim.","https://id.biodiversity.org.au/node/apni/2900613","Solanum aviculare","Solanaceae",,"Solanaceae","Solanum","Solanales","species","Magnoliopsida"
"Lycopodium sanguisorba Spring","https://id.biodiversity.org.au/node/apni/2899597","Phylloglossum drummondii","Lycopodiaceae",,"Lycopodiaceae","Phylloglossum","Lycopodiales","species","Lycopodiopsida"
"Thlaspi oleraceum Poir.","NZOR-6-2856","Lepidium oleraceum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Myrsine aquilonia  de Lange & Heenan","NZOR-6-22724","Myrsine aquilonia","Primulaceae",,"Primulaceae","Myrsine","Ericales","species","Magnoliopsida"
"Isolepis fluitans (L.) R.Br. var. fluitans","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","variety","Magnoliopsida"
"Lepidium banksii Kirk","NZOR-6-22332","Lepidium banksii","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Ranunculus paucifolius Kirk","NZOR-6-65","Ranunculus paucifolius","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Lobelia fatiscens Heenan","NZOR-6-90718","Lobelia fatiscens","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
"Tillaea peduncularis Sm.","https://id.biodiversity.org.au/node/apni/2895654","Crassula peduncularis","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Senecio dunedinensis Belcher","NZOR-6-332","Senecio dunedinensis","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Hypericum japonicum sensu Allan","NZOR-6-52890","Hypericum rubicundulum","Hypericaceae",,"Hypericaceae","Hypericum","Malpighiales","species","Magnoliopsida"
"Platyloma falcata (R.Br.) J.Sm.","https://id.biodiversity.org.au/node/apni/2915450","Pellaea falcata","Pteridaceae",,"Pteridaceae","Pellaea","Polypodiales","species","Polypodiopsida"
"Euchiton ensifer (D.G.Drury) Anderb.","https://id.biodiversity.org.au/name/apni/237222","Euchiton ensifer","Asteraceae",,"Compositae","Euchiton","Asterales","species","Magnoliopsida"
"Lepidium solandri Kirk","NZOR-6-42151","Lepidium solandri","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Poa spania Edgar & Molloy","https://id.biodiversity.org.au/name/apni/188795","Poa spania","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Atriplex buchananii (Kirk) Cheeseman","NZOR-6-100714","Atriplex buchananii","Chenopodiaceae",,"Amaranthaceae","Atriplex","Caryophyllales","species","Magnoliopsida"
"Carmichaelia enysii Kirk var. enysii","NZOR-6-75","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Sicyos australis sensu Sykes in Webb et al.","https://id.biodiversity.org.au/name/apni/239111","Sicyos mawhai","Cucurbitaceae",,"Cucurbitaceae","Sicyos","Cucurbitales","species","Magnoliopsida"
"Lepidium sisymbrioides Hook.f.","NZOR-6-81408","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Pimelea aridula Cockayne var. aridula","NZOR-6-51139","Pimelea aridula subsp. aridula","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","variety","Magnoliopsida"
"Pouteria costata (Endl.) Baehni","https://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Myoporum semotum Heenan & de Lange","NZOR-6-101314","Myoporum semotum","Scrophulariaceae",,"Scrophulariaceae","Myoporum","Lamiales","species","Magnoliopsida"
"Anthophyllum urvillei Steud.","NZOR-6-102471","Ficinia spiralis","Cyperaceae",,"Cyperaceae","Ficinia","Poales","species","Magnoliopsida"
"Nephrodium inaequilaterum Colenso","https://id.biodiversity.org.au/node/apni/2906665","Cyclosorus interruptus","Thelypteridaceae",,"Thelypteridaceae","Cyclosorus","Polypodiales","species","Polypodiopsida"
"Spiranthes lancea sensu Hatch","https://id.biodiversity.org.au/name/apni/236946","Spiranthes novae-zelandiae","Orchidaceae",,"Orchidaceae","Spiranthes","Asparagales","species","Magnoliopsida"
"Carmichaelia curta var. glabra G.Simpson","NZOR-6-11937","Carmichaelia curta","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Poa billardierei (Spreng.) St.-Yves","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Triodia billardierei Spreng.","https://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Aira australis Raoul","https://id.biodiversity.org.au/node/apni/2909801","Deschampsia cespitosa","Poaceae",,"Gramineae","Deschampsia","Poales","species","Magnoliopsida"
"Coprosma acerosa f. arenaria Kirk","NZOR-6-123261","Coprosma acerosa","Rubiaceae",,"Rubiaceae","Coprosma","Gentianales","forma","Magnoliopsida"
"Cotula rotundata (Cheeseman) D.G.Lloyd","NZOR-6-93519","Leptinella rotundata","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Cardamine divaricata Hook.f.","https://id.biodiversity.org.au/node/apni/2920330","Rorippa gigantea","Brassicaceae",,"Cruciferae","Rorippa","Brassicales","species","Magnoliopsida"
"Desmoschoenus spiralis (A.Rich.) Hook.f.","NZOR-6-102471","Ficinia spiralis","Cyperaceae",,"Cyperaceae","Ficinia","Poales","species","Magnoliopsida"
"Spiranthes sinensis sensu Rupp & Hatch","https://id.biodiversity.org.au/name/apni/236946","Spiranthes novae-zelandiae","Orchidaceae",,"Orchidaceae","Spiranthes","Asparagales","species","Magnoliopsida"
"Pimelea orthia C.J.Burrows & Thorsen subsp. orthia","NZOR-6-45616","Pimelea orthia subsp. orthia","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","subspecies","Magnoliopsida"
"Geranium pilosum sensu Allan","https://id.biodiversity.org.au/node/apni/2901610","Geranium retrorsum","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Gymnogramma novae-zelandiae Colenso","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Austrodanthonia mera (Connor & Edgar) H.P.Linder","https://id.biodiversity.org.au/name/apni/220441","Rytidosperma merum","Poaceae",,"Gramineae","Rytidosperma","Poales","species","Magnoliopsida"
"Carmichaelia kirkii var. strigosa G.Simpson","NZOR-6-17937","Carmichaelia kirkii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Asplenium pauperequitum Brownsey & P.J.Jacks.","NZOR-6-87118","Asplenium pauperequitum","Aspleniaceae",,"Aspleniaceae","Asplenium","Polypodiales","species","Polypodiopsida"
"Isotoma rivalis (E.Wimm.) Lammers","https://id.biodiversity.org.au/name/apni/194116","Isotoma rivalis","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
"Lepidium oligodontum de Lange & Heenan","NZOR-6-134360","Lepidium oligodontum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Carmichaelia fieldii Cockayne","NZOR-6-16031","Carmichaelia juncea","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Zostera novozelandica Setch.","https://id.biodiversity.org.au/name/apni/200290","Zostera muelleri subsp. novazelandica","Zosteraceae",,"Zosteraceae","Zostera","Alismatales","species","Magnoliopsida"
"Isolepis fascicularis (Nees) Kunth","https://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Senecio hispidulus sensu A.Cunn.","NZOR-6-103686","Senecio scaberulus","Asteraceae",,"Compositae","Senecio","Asterales","species","Magnoliopsida"
"Myosotis petiolata var. pansa L.B.Moore","NZOR-6-10788","Myosotis petiolata var. pansa","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Notospartium torulosum Kirk","NZOR-6-58455","Carmichaelia torulosa","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Senecio sciadophilus Raoul","NZOR-6-30926","Brachyglottis sciadophila","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Lycopodiella serpentina (Kunze) B.Øllg.","https://id.biodiversity.org.au/node/apni/2905113","Lycopodiella serpentina","Lycopodiaceae",,"Lycopodiaceae","Lycopodiella","Lycopodiales","species","Lycopodiopsida"
"Sporadanthus ferrugineus de Lange, Heenan & B.D.Clarkson","NZOR-6-93403","Sporadanthus ferrugineus","Restionaceae",,"Restionaceae","Sporadanthus","Poales","species","Magnoliopsida"
"Mentha cunninghamii Benth.","NZOR-6-103115","Mentha cunninghamii","Lamiaceae",,"Labiatae","Mentha","Lamiales","species","Magnoliopsida"
"Epilobium junceum var. hirtigerum (A.Cunn.) Curtis","https://id.biodiversity.org.au/node/apni/2910254","Epilobium hirtigerum","Onagraceae",,"Onagraceae","Epilobium","Myrtales","variety","Magnoliopsida"
"Carex cirrhosa var. lutescens Kük.","NZOR-6-8772","Carex cirrhosa","Cyperaceae",,"Cyperaceae","Carex","Poales","variety","Magnoliopsida"
"Epilobium junceum var. hirtigerum Hook.f.","https://id.biodiversity.org.au/node/apni/2910254","Epilobium hirtigerum","Onagraceae",,"Onagraceae","Epilobium","Myrtales","variety","Magnoliopsida"
"Lepidium limenophylax de Lange, B.D.Rance & D.A.Norton","NZOR-6-107598","Lepidium limenophylax","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Olearia chathamica Kirk","NZOR-6-50836","Olearia chathamica","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Pachycladon stellatum (Allan) Heenan & A.D.Mitch.","NZOR-6-52511","Pachycladon stellatum","Brassicaceae",,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Deyeuxia billardierei var. tenuis Cheeseman","NZOR-6-41354","Lachnagrostis tenuis","Poaceae",,"Gramineae","Lachnagrostis","Poales","variety","Magnoliopsida"
"Tillaea multicaulis Petrie","NZOR-6-121772","Crassula multicaulis","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Pityrogramma leptophylla (L.) Domin","https://id.biodiversity.org.au/taxon/apni/51299828","Anogramma leptophylla","Pteridaceae",,"Pteridaceae","Anogramma","Polypodiales","species","Polypodiopsida"
"Apera purpurascens Colenso","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Obione billardierei Moq.","https://id.biodiversity.org.au/node/apni/2916905","Atriplex billardierei","Chenopodiaceae",,"Amaranthaceae","Atriplex","Caryophyllales","species","Magnoliopsida"
"Allosorus falcatus (R.Br.) Kunze","https://id.biodiversity.org.au/node/apni/2915450","Pellaea falcata","Pteridaceae",,"Pteridaceae","Pellaea","Polypodiales","species","Polypodiopsida"
"Amphibromus fluitans Kirk","https://id.biodiversity.org.au/node/apni/2897596","Amphibromus fluitans","Poaceae",,"Gramineae","Amphibromus","Poales","species","Magnoliopsida"
"Alectryon excelsus var. grandis Cheeseman","NZOR-6-36770","Alectryon excelsus subsp. grandis","Sapindaceae",,"Sapindaceae","Alectryon","Sapindales","variety","Magnoliopsida"
"Anemanthele lessoniana (Steud.) Veldkamp","NZOR-6-34044","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Carex cardrona Hamlin","NZOR-6-42245","Carex uncifolia","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Geranium dissectum var. pilosum Hook.f.","https://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","variety","Magnoliopsida"
"Geranium pilosum Sol. ex Willd.","https://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Urtica linearifolia (Hook.f.) Cockayne","https://id.biodiversity.org.au/node/apni/2920322","Urtica incisa","Urticaceae",,"Urticaceae","Urtica","Rosales","species","Magnoliopsida"
"Lagenophora montana Hook.f.","https://id.biodiversity.org.au/node/apni/2891865","Lagenophora montana","Asteraceae",,"Compositae","Lagenifera","Asterales","species","Magnoliopsida"
"Agropyron scabrum var. tenue Buchanan","NZOR-6-91803","Connorochloa tenuis","Poaceae",,"Gramineae","Connorochloa","Poales","variety","Magnoliopsida"
"Parahebe canescens (A.Wall) W.R.B.Oliv.","https://id.biodiversity.org.au/name/apni/172456","Parahebe canescens","Plantaginaceae",,"Plantaginaceae","Parahebe","Lamiales","species","Magnoliopsida"
"Leptinella dispersa subsp. rupestris (D.G.Lloyd) D.G.Lloyd & C.J.Webb","NZOR-6-77313","Leptinella dispersa subsp. rupestris","Asteraceae",,"Compositae","Leptinella","Asterales","subspecies","Magnoliopsida"
"Carmichaelia australis var. ? nana Hook.f.","ALA_Carmichaelia_australis_var_nana_Hook_f","Carmichaelia australis var. ? nana Hook.f.","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Scirpus frondosus Banks & Sol. ex Boeckeler","NZOR-6-102471","Ficinia spiralis","Cyperaceae",,"Cyperaceae","Ficinia","Poales","species","Magnoliopsida"
